"Job_Title","Company_Name","City_State","Company_Rating","salary_Range","Post_Date","sal_hourly","min_salary","max_salary","avg_salary","job_state","pd_hourly","job_simp","seniority"
"Senior Big Data Engineer","GEICO","Chevy Chase, MD",3.4,"$62K-$117K (Glassdoor Est.)","4d",0,62,117,89.5,"MD",96,"data engineer","senior"
"Data Scientist Risk Analyst","Oasis Systems LLC","Washington, DC",3.8,"$50K-$92K (Glassdoor Est.)","13d",0,50,92,71,"DC",312,"data scientist","na"
"Data Scientist","NT Concepts","Chantilly, VA",3.6,"$72K-$121K (Glassdoor Est.)","20d",0,72,121,96.5,"VA",480,"data scientist","na"
"Data Scientist BSLEF8","E3 Federal Solutions","Alexandria, VA",4.4,"$57K-$97K (Glassdoor Est.)","18d",0,57,97,77,"VA",432,"data scientist","na"
"Data Scientist active TS/SCI","LMI","Fort Belvoir, VA",4.3,"$83K-$136K (Glassdoor Est.)","18d",0,83,136,109.5,"VA",432,"data scientist","na"
"Senior Data Analyst","GEICO","Chevy Chase, MD",3.4,"$83K-$141K (Glassdoor Est.)","4d",0,83,141,112,"MD",96,"analyst","senior"
"Data Scientist","Varen Technologies","McLean, VA",4.2,"$82K-$136K (Glassdoor Est.)","13d",0,82,136,109,"VA",312,"data scientist","na"
"Spark/Big Data Engineer","GEICO","Chevy Chase, MD",3.4,"$52K-$101K (Glassdoor Est.)","4d",0,52,101,76.5,"MD",96,"data engineer","na"
"Geospatial Data Engineer with TS/SCI Clearance","General Dynamics","Springfield, VA",3.6,"$55K-$96K (Glassdoor Est.)","6d",0,55,96,75.5,"VA",144,"data engineer","na"
"Aviation Data Scientist and Machine Learning Engineer","MITRE","McLean, VA",3.3,"$106K-$182K (Glassdoor Est.)","6d",0,106,182,144,"VA",144,"data scientist","na"
"Data Scientist","Assured Information Security, Inc. (AIS)","Fort Meade, MD",4.3,"$93K-$152K (Glassdoor Est.)","4d",0,93,152,122.5,"MD",96,"data scientist","na"
"Sr. Data Engineer","Excella","Washington, DC",4.2,"$78K-$144K (Glassdoor Est.)","26d",0,78,144,111,"DC",624,"data engineer","senior"
"Innovation Applied Data Scientist","Noblis","Washington, DC",3.9,"$60K-$102K (Glassdoor Est.)","11d",0,60,102,81,"DC",264,"data scientist","na"
"Senior Research Scientist – Security and Privacy","Riverside Research","Crystal City, VA",3.4,"$87K-$175K (Glassdoor Est.)","27d",0,87,175,131,"VA",648,"na","senior"
"Senior Data Scientist with Top Secret","OneGlobe LLC","Washington, DC",4.4,"$109K-$180K (Glassdoor Est.)","3d",0,109,180,144.5,"DC",72,"data scientist","senior"
"Data Analyst","Excella Consulting","Arlington, VA",4.2,"$43K-$80K (Glassdoor Est.)","26d",0,43,80,61.5,"VA",624,"analyst","na"
"Sr. Data Visualization Developer","Axle Informatics","Rockville, MD",3.9,"$70K-$119K (Glassdoor Est.)","11d",0,70,119,94.5,"MD",264,"na","senior"
"Physical Scientist","ENSCO, Inc.","Springfield, VA",3.8,"$39K-$72K (Glassdoor Est.)","3d",0,39,72,55.5,"VA",72,"na","na"
"Contract Data Analyst","Amyx, Inc.","Arlington, VA",4,"$54K-$98K (Glassdoor Est.)","3d",0,54,98,76,"VA",72,"analyst","na"
"Sr. Electric Utility Business Intelligence and Data Analyst","National Rural Utilities Cooperative Finance Corporation","Dulles, VA",3.4,"$62K-$111K (Glassdoor Est.)","12d",0,62,111,86.5,"VA",288,"analyst","senior"
"Data Scientist-Junior","Perspecta","Washington, DC",3.3,"$44K-$76K (Glassdoor Est.)","14d",0,44,76,60,"DC",336,"data scientist","na"
"Aviation Data Scientist & Machine Learning Engineer","MITRE","McLean, VA",3.3,"$106K-$182K (Glassdoor Est.)","26d",0,106,182,144,"VA",624,"data scientist","na"
"Aviation AI/ML Data Scientist","MITRE","McLean, VA",3.3,"$109K-$186K (Glassdoor Est.)","6d",0,109,186,147.5,"VA",144,"data scientist","na"
"Data Scientist - Defense & Intelligence","Elder Research Inc","Arlington, VA",3.8,"$63K-$104K (Glassdoor Est.)","11d",0,63,104,83.5,"VA",264,"data scientist","na"
"Data Scientist","National Security Agency","Fort Meade, MD",3.8,"$70K-$116K (Glassdoor Est.)","13d",0,70,116,93,"MD",312,"data scientist","na"
"Artificial Intelligence/Machine Learning Data Scientist","MITRE","McLean, VA",3.3,"$68K-$114K (Glassdoor Est.)","20d",0,68,114,91,"VA",480,"data scientist","na"
"Data Scientist - AI/ML Specialist","Maxar Technologies","McLean, VA",3.5,"$75K-$125K (Glassdoor Est.)","25d",0,75,125,100,"VA",600,"data scientist","na"
"Machine Learning - Computer Scientist","MITRE","McLean, VA",3.3,"$109K-$186K (Glassdoor Est.)","6d",0,109,186,147.5,"VA",144,"mle","na"
"Software Engineer - Data Visualization","ClearEdge","Annapolis Junction, MD",4.1,"$60K-$127K (Glassdoor Est.)","24d",0,60,127,93.5,"MD",576,"na","na"
"Big Data Analyst BSLEP7","E3 Federal Solutions","Alexandria, VA",4.4,"$44K-$80K (Glassdoor Est.)","18d",0,44,80,62,"VA",432,"analyst","na"
"Psychometrics and Quantitative Research Consultants","Center for Applied Linguistics","Washington, DC",2.8,"$33K-$76K (Glassdoor Est.)","26d",0,33,76,54.5,"DC",624,"na","na"
"Data Engineering Lead","Excella Consulting","Arlington, VA",4.2,"$85K-$153K (Glassdoor Est.)","12d",0,85,153,119,"VA",288,"data engineer","senior"
"Data Scientist","Leidos","Bethesda, MD",3.6,"$76K-$127K (Glassdoor Est.)","24d",0,76,127,101.5,"MD",576,"data scientist","na"
"Computer Scientist – Machine Learning","MITRE","McLean, VA",3.3,"$97K-$169K (Glassdoor Est.)","6d",0,97,169,133,"VA",144,"mle","na"
"Data Engineer","NT Concepts","Chantilly, VA",3.6,"$64K-$120K (Glassdoor Est.)","18d",0,64,120,92,"VA",432,"data engineer","na"
"Data Scientist - Clearance Required","Akima, LLC","McLean, VA",3.3,"$76K-$126K (Glassdoor Est.)","6d",0,76,126,101,"VA",144,"data scientist","na"
"Data Scientist","Novetta","Columbia, MD",4.5,"$104K-$172K (Glassdoor Est.)","3d",0,104,172,138,"MD",72,"data scientist","na"
"Machine Learning Engineer","Expedition Technology, Inc.","Herndon, VA",5,"$76K-$109K (Glassdoor Est.)","3d",0,76,109,92.5,"VA",72,"mle","na"
"Data Engineer","Applied Information Sciences","Chevy Chase, MD",4.4,"$63K-$120K (Glassdoor Est.)","13d",0,63,120,91.5,"MD",312,"data engineer","na"
"Data Analyst I","Marys Center For Maternal and Child Care","Washington, DC",3.3,"$35K-$62K (Glassdoor Est.)","5d",0,35,62,48.5,"DC",120,"analyst","na"
"Data Engineer with Top Secret","OneGlobe LLC","Washington, DC",4.4,"$90K-$162K (Glassdoor Est.)","3d",0,90,162,126,"DC",72,"data engineer","na"
"Geospatial Programmer/Data Scientist","Maxar Technologies","Chantilly, VA",3.5,"$79K-$130K (Glassdoor Est.)","25d",0,79,130,104.5,"VA",600,"data scientist","na"
"Computer Science Machine Learning Engineer","MITRE","McLean, VA",3.3,"$97K-$169K (Glassdoor Est.)","6d",0,97,169,133,"VA",144,"mle","na"
"Director, Data Science","CAQH","Washington, DC",4.3,"$122K-$194K (Glassdoor Est.)","6d",0,122,194,158,"DC",144,"director","na"
"Data Engineer","Astor & Sanders Corp","Washington, DC",3.1,"$58K-$110K (Glassdoor Est.)","7d",0,58,110,84,"DC",168,"data engineer","na"
"Senior Data Analytics/Scientist","Kingfisher Systems, Inc.","Bethesda, MD",4.5,"$73K-$123K (Glassdoor Est.)","3d",0,73,123,98,"MD",72,"na","senior"
"Assistant Director, Data Stewardship","American Geophysical Union","Washington, DC",3.6,"$34K-$73K (Glassdoor Est.)","17d",0,34,73,53.5,"DC",408,"director","na"
"Program Data Analyst","XLA Associates","Washington, DC",3.4,"$42K-$77K (Glassdoor Est.)","3d",0,42,77,59.5,"DC",72,"analyst","na"
"Data Scientist / Program Scheduler, Junior - FAA","Cobec Consulting","Washington, DC",4.8,"$48K-$85K (Glassdoor Est.)","3d",0,48,85,66.5,"DC",72,"data scientist","na"
"Senior Data Scientist","AstraZeneca","Gaithersburg, MD",4.1,"$107K-$173K (Glassdoor Est.)","24d",0,107,173,140,"MD",576,"data scientist","senior"
"Senior Data Scientist - Polygraph","CGI Group, Inc.","Chantilly, VA",3.6,"$96K-$157K (Glassdoor Est.)","17d",0,96,157,126.5,"VA",408,"data scientist","senior"
"AI Ops Data Scientist","AstraZeneca","Gaithersburg, MD",4.1,"$116K-$141K (Glassdoor Est.)","14d",0,116,141,128.5,"MD",336,"data scientist","na"
"Senior Data Engineer","Novetta","Reston, VA",4.5,"$67K-$127K (Glassdoor Est.)","3d",0,67,127,97,"VA",72,"data engineer","senior"
"Data Science All Star Program - Data Scientist Track","Blend360","Columbia, MD",4.5,"$60K-$104K (Glassdoor Est.)","25d",0,60,104,82,"MD",600,"data scientist","na"
"Data Engineer","Excella Consulting","Arlington, VA",4.2,"$60K-$114K (Glassdoor Est.)","26d",0,60,114,87,"VA",624,"data engineer","na"
"Data Scientist III","Perspecta","McLean, VA",3.3,"$78K-$128K (Glassdoor Est.)","14d",0,78,128,103,"VA",336,"data scientist","na"
"Intelligence Data Analyst, Senior","The Buffalo Group","Fort Belvoir, VA",4.3,"$77K-$104K (Glassdoor Est.)","21d",0,77,104,90.5,"VA",504,"analyst","senior"
"Senior Outreach Data Scientist","Salient CRGT, Inc","McLean, VA",3.4,"$104K-$169K (Glassdoor Est.)","3d",0,104,169,136.5,"VA",72,"data scientist","senior"
"Data Analyst","CACI International","Chantilly, VA",3.8,"$60K-$87K (Glassdoor Est.)","27d",0,60,87,73.5,"VA",648,"analyst","na"
"Software Engineer - Data Science","ClearEdge","Annapolis Junction, MD",4.1,"$60K-$127K (Glassdoor Est.)","24d",0,60,127,93.5,"MD",576,"na","na"
"Senior Data Engineer","Conference of State Bank Supervisors","Washington, DC",3.5,"$99K-$179K (Glassdoor Est.)","6d",0,99,179,139,"DC",144,"data engineer","senior"
"Data Science Team - Data Analyst I","CNA Corporation","Arlington, VA",3.3,"$78K-$129K (Glassdoor Est.)","3d",0,78,129,103.5,"VA",72,"analyst","na"
"Data Scientist","NetImpact Strategies","Vienna, VA",4.2,"$60K-$103K (Glassdoor Est.)","21d",0,60,103,81.5,"VA",504,"data scientist","na"
"Principal Data Scientist","AstraZeneca","Gaithersburg, MD",4.1,"$113K-$182K (Glassdoor Est.)","12d",0,113,182,147.5,"MD",288,"data scientist","senior"
"Associate Data Scientist","MITRE","McLean, VA",3.3,"$71K-$115K (Glassdoor Est.)","4d",0,71,115,93,"VA",96,"data scientist","na"
"Data Science Division - Research Analyst","CNA Corporation","Arlington, VA",3.3,"$66K-$132K (Glassdoor Est.)","13d",0,66,132,99,"VA",312,"analyst","na"
"Machine Learning Engineer","The Motley Fool","Alexandria, VA",4.6,"$92K-$161K (Glassdoor Est.)","14d",0,92,161,126.5,"VA",336,"mle","na"
"Data Scientist - Defense & Intelligence","Elder Research Inc","Arlington, VA",3.8,"$63K-$104K (Glassdoor Est.)","11d",0,63,104,83.5,"VA",264,"data scientist","na"
"Data Scientist-Journeyman","Perspecta","Washington, DC",3.3,"$83K-$135K (Glassdoor Est.)","14d",0,83,135,109,"DC",336,"data scientist","na"
"Data Scientist","The E.W. Scripps Company","Washington, DC",3.5,"$83K-$137K (Glassdoor Est.)","26d",0,83,137,110,"DC",624,"data scientist","na"
"Data Science Analyst","Leidos","McLean, VA",3.6,"$50K-$90K (Glassdoor Est.)","5d",0,50,90,70,"VA",120,"analyst","na"
"Aviation Data Scientist","MITRE","McLean, VA",3.3,"$81K-$132K (Glassdoor Est.)","13d",0,81,132,106.5,"VA",312,"data scientist","na"
"Quantitative Analyst, Investing Intelligence","The Motley Fool","Alexandria, VA",4.6,"$82K-$158K (Glassdoor Est.)","13d",0,82,158,120,"VA",312,"analyst","na"
"Data Engineer","Id.me","McLean, VA",3.2,"$52K-$99K (Glassdoor Est.)","10d",0,52,99,75.5,"VA",240,"data engineer","na"
"Senior Bioinformataics Scientist OB/Gyn Research","Inova Health System","Falls Church, VA",3.5,"$224K-$446K (Glassdoor Est.)","21d",0,224,446,335,"VA",504,"na","senior"
"Senior Data Engineer","The Burgess Group LLC","Alexandria, VA",2.5,"$88K-$158K (Glassdoor Est.)","26d",0,88,158,123,"VA",624,"data engineer","senior"
"Associate Data Scientist – Network Analysis and Control","MITRE","McLean, VA",3.3,"$71K-$115K (Glassdoor Est.)","17d",0,71,115,93,"VA",408,"data scientist","na"
"Data Scientist","MITRE","McLean, VA",3.3,"$81K-$132K (Glassdoor Est.)","24h",0,81,132,106.5,"VA",24,"data scientist","na"
"Data Scientist","SAIC","McLean, VA",3.8,"$65K-$109K (Glassdoor Est.)","7d",0,65,109,87,"VA",168,"data scientist","na"
"Cleared Data Scientist","MITRE","McLean, VA",3.3,"$85K-$137K (Glassdoor Est.)","26d",0,85,137,111,"VA",624,"data scientist","na"
"Azure Databricks Data Engineer","BRMi","Chantilly, VA",4.3,"$56K-$105K (Glassdoor Est.)","12d",0,56,105,80.5,"VA",288,"data engineer","na"
"Data Scientist, Product Analytics","Facebook","Washington, DC",4.6,"$96K-$154K (Glassdoor Est.)","24h",0,96,154,125,"DC",24,"data scientist","na"
"Senior Data Scientist","General Dynamics","Rosslyn, VA",3.6,"$85K-$139K (Glassdoor Est.)","24h",0,85,139,112,"VA",24,"data scientist","senior"
"Data Scientist Senior Technical Specialist","Perspecta","Chantilly, VA",3.3,"$97K-$156K (Glassdoor Est.)","3d",0,97,156,126.5,"VA",72,"data scientist","senior"
"Data Analyst","NetImpact Strategies","Vienna, VA",4.2,"$45K-$82K (Glassdoor Est.)","24h",0,45,82,63.5,"VA",24,"analyst","na"
"Data Scientist, Senior","Novetta","Fort Belvoir, VA",4.5,"$112K-$182K (Glassdoor Est.)","24h",0,112,182,147,"VA",24,"data scientist","senior"
"HF Senior Engineer/Scientist","WR Systems","Fairfax, VA",3.7,"$91K-$198K (Glassdoor Est.)","16d",0,91,198,144.5,"VA",384,"na","senior"
"Sr. Manager Advanced Analytics (Data Scientist)","Lidl US","Arlington, VA",3.5,"$129K-$210K (Glassdoor Est.)","13d",0,129,210,169.5,"VA",312,"data scientist","senior"
"Data Scientist-Senior","Perspecta","Washington, DC",3.3,"$107K-$171K (Glassdoor Est.)","14d",0,107,171,139,"DC",336,"data scientist","senior"
"Research Data Scientist","Facebook","Washington, DC",4.6,"$86K-$142K (Glassdoor Est.)","24h",0,86,142,114,"DC",24,"data scientist","na"
"Senior Data Scientist - Defense & Intelligence","Elder Research Inc","Arlington, VA",3.8,"$90K-$145K (Glassdoor Est.)","3d",0,90,145,117.5,"VA",72,"data scientist","senior"
"Data Engineer","The Motley Fool","Alexandria, VA",4.6,"$84K-$157K (Glassdoor Est.)","14d",0,84,157,120.5,"VA",336,"data engineer","na"
"Associate Machine Learning Engineer","MITRE","McLean, VA",3.3,"$78K-$136K (Glassdoor Est.)","26d",0,78,136,107,"VA",624,"mle","na"
"Data Engineer","General Dynamics Mission Systems, Inc","Chantilly, VA",3.7,"$53K-$103K (Glassdoor Est.)","11d",0,53,103,78,"VA",264,"data engineer","na"
"Data Science All Star Program - Data Engineer Track","Blend360","Columbia, MD",4.5,"$64K-$81K (Glassdoor Est.)","13d",0,64,81,72.5,"MD",312,"data engineer","na"
"SAE Data Scientist, AI Consultant","NVIDIA","Washington, DC",4.7,"$126K-$198K (Glassdoor Est.)","25d",0,126,198,162,"DC",600,"data scientist","na"
"Big Data Developer (TS/SCI with Poly)","CACI International","Chantilly, VA",3.8,"$61K-$98K (Glassdoor Est.)","27d",0,61,98,79.5,"VA",648,"na","na"
"Data Analyst - Outreach (DC Medicaid)","CareFirst BlueCross BlueShield","Washington, DC",3.9,"$35K-$63K (Glassdoor Est.)","24d",0,35,63,49,"DC",576,"analyst","na"
"Satellite Radiance Data Assimilation","IMSG/NOAA","College Park, MD",3.5,"$28K-$57K (Glassdoor Est.)","3d",0,28,57,42.5,"MD",72,"na","na"
"Data Scientist – Supply Chain","Nestle USA","Arlington, VA",3.9,"$74K-$123K (Glassdoor Est.)","24d",0,74,123,98.5,"VA",576,"data scientist","na"
"Data Engineer","Kingfisher Systems","Falls Church, VA",4.5,"$86K-$99K (Glassdoor Est.)","11d",0,86,99,92.5,"VA",264,"data engineer","na"
"Data Science Instructor","Novetta","Herndon, VA",4.5,"$121K-$196K (Glassdoor Est.)","19d",0,121,196,158.5,"VA",456,"na","na"
"Operations Research Scientist","Johns Hopkins Applied Physics Laboratory (APL)","Laurel, MD",4.6,"$77K-$156K (Glassdoor Est.)","12d",0,77,156,116.5,"MD",288,"na","na"
"Data Assimilation JEDI algorithm development","IMSG/NOAA","Rockville, MD",3.5,"$46K-$90K (Glassdoor Est.)","3d",0,46,90,68,"MD",72,"na","na"
"Senior Data Scientist","AstraZeneca","Gaithersburg, MD",4.1,"$107K-$173K (Glassdoor Est.)","24d",0,107,173,140,"MD",576,"data scientist","senior"
"Data Engineer","Chenega MIOS","Springfield, VA",4.3,"$69K-$123K (Glassdoor Est.)","21d",0,69,123,96,"VA",504,"data engineer","na"
"Senior Data Engineer","General Dynamics Mission Systems, Inc","Chantilly, VA",3.7,"$76K-$134K (Glassdoor Est.)","11d",0,76,134,105,"VA",264,"data engineer","senior"
"Data Scientist","Analytica","Washington, DC",3.7,"$65K-$111K (Glassdoor Est.)","27d",0,65,111,88,"DC",648,"data scientist","na"
"Data Scientist Supply Chain","Nestle USA","Arlington, VA",3.9,"$74K-$123K (Glassdoor Est.)","24d",0,74,123,98.5,"VA",576,"data scientist","na"
"Data Scientist","Booz Allen Hamilton Inc.","Arlington, VA",3.9,"$54K-$97K (Glassdoor Est.)","14d",0,54,97,75.5,"VA",336,"data scientist","na"
"Data Scientist","Bains Consulting LLC","Washington, DC",4.6,"$116K-$187K (Glassdoor Est.)","13d",0,116,187,151.5,"DC",312,"data scientist","na"
"Card Data Scientist","Capital One","McLean, VA",4,"$88K-$146K (Glassdoor Est.)","6d",0,88,146,117,"VA",144,"data scientist","na"
"Scientist II or Senior Scientist T Cell Biology","Precigen","Germantown, MD",3.4,"$78K-$93K (Glassdoor Est.)","24d",0,78,93,85.5,"MD",576,"na","senior"
"Clinical Data Analyst (PharmD or PhD Required)","DRT Strategies, Inc.","Silver Spring, MD",4.2,"$29K-$55K (Glassdoor Est.)","12d",0,29,55,42,"MD",288,"analyst","na"
"DATA SCIENTIST","Mission Essential","Washington, DC",3.8,"$79K-$130K (Glassdoor Est.)","14d",0,79,130,104.5,"DC",336,"data scientist","na"
"Data Science Graduate Internship","GEICO","Chevy Chase, MD",3.4,"$65K-$107K (Glassdoor Est.)","13d",0,65,107,86,"MD",312,"na","na"
"Data Scientist (Federal)","C3.ai","Washington, DC",4.5,"$88K-$142K (Glassdoor Est.)","5d",0,88,142,115,"DC",120,"data scientist","na"
"Lead Data Scientist – Network Analysis and Control","MITRE","McLean, VA",3.3,"$108K-$171K (Glassdoor Est.)","20d",0,108,171,139.5,"VA",480,"data scientist","senior"
"Data Scientist / Applied Mathematician","Aptima, Inc","Arlington, VA",4.2,"$82K-$135K (Glassdoor Est.)","24d",0,82,135,108.5,"VA",576,"data scientist","na"
"Full Stack Data Scientist","Booz Allen Hamilton Inc.","Fort Meade, MD",3.9,"$62K-$107K (Glassdoor Est.)","27d",0,62,107,84.5,"MD",648,"data scientist","na"
"Defense and Security - Data Scientist","McKinsey & Company","Washington, DC",4.4,"$81K-$135K (Glassdoor Est.)","20d",0,81,135,108,"DC",480,"data scientist","na"
"GPS / Geophysics Scientist","Leidos","Alexandria, VA",3.6,"$64K-$133K (Glassdoor Est.)","4d",0,64,133,98.5,"VA",96,"na","na"
"Data Scientist Principal","SAIC","Upper Marlboro, MD",3.8,"$98K-$157K (Glassdoor Est.)","24h",0,98,157,127.5,"MD",24,"data scientist","senior"
"Spectral Research Scientist","Leidos","Alexandria, VA",3.6,"$64K-$133K (Glassdoor Est.)","13d",0,64,133,98.5,"VA",312,"na","na"
"Data Engineer","Leidos","Reston, VA",3.6,"$52K-$101K (Glassdoor Est.)","24d",0,52,101,76.5,"VA",576,"data engineer","na"
"Data Scientist","Fortego","Columbia, MD",5,"$89K-$150K (Glassdoor Est.)","19d",0,89,150,119.5,"MD",456,"data scientist","na"
"Graduate Studies Program - Data Scientist","Central Intelligence Agency","Washington, DC",4,"$81K-$135K (Glassdoor Est.)","15d",0,81,135,108,"DC",360,"data scientist","na"
"Data Scientist","Central Intelligence Agency","Washington, DC",4,"$104K-$133K (Glassdoor Est.)","4d",0,104,133,118.5,"DC",96,"data scientist","na"
"Data Engineer - TS/SCI w/Poly","Leidos","Reston, VA",3.6,"$62K-$110K (Glassdoor Est.)","23d",0,62,110,86,"VA",552,"data engineer","na"
"Data Scientist","General Dynamics","Washington, DC",3.6,"$66K-$110K (Glassdoor Est.)","24h",0,66,110,88,"DC",24,"data scientist","na"
"Data Visualization Scientist","Johns Hopkins University Applied Physics Laboratory","Laurel, MD",4.6,"$79K-$136K (Glassdoor Est.)","3d",0,79,136,107.5,"MD",72,"na","na"
"Data Scientist","GEICO","Chevy Chase, MD",3.4,"$69K-$113K (Glassdoor Est.)","24d",0,69,113,91,"MD",576,"data scientist","na"
"Support Scientist - Hurricane Model Developer","IMSG/NOAA","College Park, MD",3.5,"$35K-$63K (Glassdoor Est.)","3d",0,35,63,49,"MD",72,"na","na"
"Sr. Data Scientist (TS/SCI w/Poly Required)","SAIC","Fairfax, VA",3.8,"$91K-$148K (Glassdoor Est.)","24h",0,91,148,119.5,"VA",24,"data scientist","senior"
"Data Scientist / Data Analyst","22nd Century Technologies","Arlington, VA",3.4,"$102K-$122K (Glassdoor Est.)","5d",0,102,122,112,"VA",120,"data scientist","na"
"Data Scientist - TS/SCI w/Poly","General Dynamics","McLean, VA",3.6,"$63K-$105K (Glassdoor Est.)","24h",0,63,105,84,"VA",24,"data scientist","na"
"Healthcare Data Scientist","Expression Networks","Washington, DC",4.8,"$87K-$146K (Glassdoor Est.)","3d",0,87,146,116.5,"DC",72,"data scientist","na"
"Senior Research Scientist","Avalere Health","Washington, DC",3.2,"$93K-$186K (Glassdoor Est.)","10d",0,93,186,139.5,"DC",240,"na","senior"
"Data Scientist","Johns Hopkins University Applied Physics Laboratory","Laurel, MD",4.6,"$100K-$160K (Glassdoor Est.)","3d",0,100,160,130,"MD",72,"data scientist","na"
