"Job_Title","Company_Name","City_State","Company_Rating","salary_Range","Post_Date","sal_hourly","min_salary","max_salary","avg_salary","job_state","pd_hourly","job_simp","seniority"
"Senior Manager, Online Data Science - Search","The Home Depot","Austin, TX",3.7,"$206K-$326K (Glassdoor Est.)","5d",0,206,326,266,"TX",120,"manager","senior"
"Simulation Research Scientist Associate","University of Texas at Austin","Austin, TX",4.3,"$43K-$95K (Glassdoor Est.)","11d",0,43,95,69,"TX",264,"na","na"
"Senior Data Engineer, RxSaver (US Remote)","Valassis Digital","Austin, TX",3.4,"$100K-$176K (Glassdoor Est.)","4d",0,100,176,138,"TX",96,"data engineer","senior"
"Staff Data Steward- Onshore","GLOBALFOUNDRIES","Austin, TX",3.3,"$44K-$90K (Glassdoor Est.)","3d",0,44,90,67,"TX",72,"na","na"
"Senior Data Engineer","Social Solutions","Austin, TX",3.3,"$86K-$162K (Glassdoor Est.)","4d",0,86,162,124,"TX",96,"data engineer","senior"
"Senior Data Engineer","GLG","Austin, TX",3.6,"$106K-$186K (Glassdoor Est.)","20d",0,106,186,146,"TX",480,"data engineer","senior"
"Scientist III Molecular Biology","Thermo Fisher Scientific","Austin, TX",3.6,"$44K-$88K (Glassdoor Est.)","12d",0,44,88,66,"TX",288,"na","na"
"Project Scientist III","Braun Intertec","Austin, TX",3.8,"$43K-$71K (Glassdoor Est.)","17d",0,43,71,57,"TX",408,"na","na"
"Research Engineering/Scientist Assistant II","University of Texas at Austin","Austin, TX",4.3,"$27K-$62K (Glassdoor Est.)","11d",0,27,62,44.5,"TX",264,"na","na"
"Data Analyst III (SQL)","Sunshine Health","Austin, TX",3,"$51K-$90K (Glassdoor Est.)","14d",0,51,90,70.5,"TX",336,"analyst","na"
"Clinical Research Scientist","Abbott","Austin, TX",3.7,"$58K-$102K (Glassdoor Est.)","19d",0,58,102,80,"TX",456,"na","na"
"Signal Processing and Automation Engineering Scientist","Applied Research Laboratories","Austin, TX",4.1,"$82K-$130K (Employer Est.)","6d",0,82,130,106,"TX",144,"na","na"
"System Test Engineering Scientist","University of Texas at Austin","Austin, TX",4.3,"$38K-$65K (Glassdoor Est.)","11d",0,38,65,51.5,"TX",264,"na","na"
"Associate Director - Analytics Consulting","Tiger Analytics","Austin, TX",4.6,"$68K-$102K (Glassdoor Est.)","24d",0,68,102,85,"TX",576,"director","na"
"Research Engineering Scientist Associate II-Austin, TX {S02335P}","University of Texas at Arlington","Austin, TX",4.2,"$31K-$52K (Glassdoor Est.)","14d",0,31,52,41.5,"TX",336,"na","na"
"Signal Processing and Automation Engineering Scientist","University of Texas at Austin","Austin, TX",4.3,"$42K-$68K (Glassdoor Est.)","11d",0,42,68,55,"TX",264,"na","na"
"Product Manager, Data Science","Jungle Scout","Austin, TX",4.1,"$47K-$90K (Glassdoor Est.)","13d",0,47,90,68.5,"TX",312,"manager","na"
"Algorithm Design and Analysis Engineering Scientist","University of Texas at Austin","Austin, TX",4.3,"$37K-$65K (Glassdoor Est.)","11d",0,37,65,51,"TX",264,"na","na"
"Algorithm Design and Analysis Engineering Scientist","Applied Research Laboratories","Austin, TX",4.1,"$70K-$80K (Employer Est.)","25d",0,70,80,75,"TX",600,"na","na"
"SoC Power Modeling Engineer","Apple","Austin, TX",4.2,"$95K-$116K (Glassdoor Est.)","11d",0,95,116,105.5,"TX",264,"na","na"
"Manager, Clinical Data Sciences (Clinical Data Management)","Premier Research Group Limited","Austin, TX",3.1,"$34K-$64K (Glassdoor Est.)","11d",0,34,64,49,"TX",264,"manager","na"
"Sr Technical Product Manager - Clinical Data Management","Natera","Austin, TX",4,"$54K-$95K (Glassdoor Est.)","11d",0,54,95,74.5,"TX",264,"manager","senior"
"Senior Staff Data Engineer","Bazaarvoice","Austin, TX",3.8,"$90K-$164K (Glassdoor Est.)","10d",0,90,164,127,"TX",240,"data engineer","senior"
"Technical Manager, Data Science","iHeartMedia","Austin, TX",3.2,"$46K-$105K (Glassdoor Est.)","18d",0,46,105,75.5,"TX",432,"manager","na"
"Principal Scientist, Clinical Research","Abbott","Austin, TX",3.7,"$114K-$184K (Glassdoor Est.)","19d",0,114,184,149,"TX",456,"na","senior"
"Clinical Data Reporter, Team Lead","Natera","Austin, TX",4,"$ 23-$ 40 Per Hour(Glassdoor Est.)","24d",1,46,80,31.5,"TX",576,"na","senior"
"Forensic Scientist","Signature Science, LLC","Austin, TX",3.1,"$43K-$72K (Glassdoor Est.)","10d",0,43,72,57.5,"TX",240,"na","na"
"Research Engineering /Scientist Assistant","University of Texas at Austin","Austin, TX",4.3,"$29K-$69K (Glassdoor Est.)","21d",0,29,69,49,"TX",504,"na","na"
"Sales Planning & Analytics Manager Austin, TX","Carbon Black","Austin, TX",3.6,"$57K-$98K (Glassdoor Est.)","10d",0,57,98,77.5,"TX",240,"manager","na"
"Research Engineering/Scientist Assistant - Brackenridge Field Labs","University of Texas at Austin","Austin, TX",4.3,"$29K-$69K (Glassdoor Est.)","7d",0,29,69,49,"TX",168,"na","na"
"Research Engineering Scientist Associate I-Austin, TX {S02334P}","University of Texas at Arlington","Austin, TX",4.2,"$35K-$61K (Glassdoor Est.)","17d",0,35,61,48,"TX",408,"na","na"
"Research Engineer/ Scientist Associate I","University of Texas at Austin","Austin, TX",4.3,"$33K-$65K (Glassdoor Est.)","11d",0,33,65,49,"TX",264,"na","na"
"Principal Data Engineer","GLG","Austin, TX",3.6,"$128K-$221K (Glassdoor Est.)","20d",0,128,221,174.5,"TX",480,"data engineer","senior"
"Senior Principal Frontend Data Visualization Engineer – Secureworks – Austin, TX or US Remote","Secureworks","Austin, TX",4.1,"$83K-$136K (Glassdoor Est.)","27d",0,83,136,109.5,"TX",648,"na","senior"
"Model-based Systems Engineering Scientist","University of Texas at Austin","Austin, TX",4.3,"$31K-$66K (Glassdoor Est.)","11d",0,31,66,48.5,"TX",264,"na","na"
"Application Scientist – Food Safety","Perkinelmer","Austin, TX",3.3,"$45K-$81K (Glassdoor Est.)","26d",0,45,81,63,"TX",624,"na","na"
"Data Analyst V - Toll Operations Division","Texas Department of Transportation","Austin, TX",3.8,"$56K-$95K (Glassdoor Est.)","12d",0,56,95,75.5,"TX",288,"analyst","na"
"Clinical Data Review Assistant","Natera","Austin, TX",4,"$28K-$52K (Glassdoor Est.)","10d",0,28,52,40,"TX",240,"na","na"
"Customer Service Supervisor (Medical Lab Scientist)","Clinical Pathology Laboratories, Inc.","Austin, TX",3,"$ 23-$ 31 Per Hour(Glassdoor Est.)","11d",1,46,62,27,"TX",264,"na","na"
"Staff Scientist","Thermo Fisher Scientific","Austin, TX",3.6,"$53K-$121K (Glassdoor Est.)","11d",0,53,121,87,"TX",264,"na","na"
"Principal Data Engineer","Procore Technologies","Austin, TX",4.1,"$142K-$263K (Glassdoor Est.)","11d",0,142,263,202.5,"TX",264,"data engineer","senior"
"Senior Data Engineer","UnitedHealth Group","Austin, TX",3.4,"$96K-$171K (Glassdoor Est.)","11d",0,96,171,133.5,"TX",264,"data engineer","senior"
"DPS - LES - Forensic Scientist I-III Digital/Multimedia","TEXAS DEPARTMENT OF PUBLIC SAFETY","Austin, TX",3.7,"$32K-$55K (Glassdoor Est.)","11d",0,32,55,43.5,"TX",264,"na","na"
"Senior SW Engineer, Data Science ( Python ) - Remote","FireEye, Inc.","Austin, TX",3.2,"$74K-$144K (Glassdoor Est.)","20d",0,74,144,109,"TX",480,"na","senior"
"Technical Data Product Manager, Apple Media Products","Apple","Austin, TX",4.2,"$49K-$93K (Glassdoor Est.)","10d",0,49,93,71,"TX",240,"manager","na"
"Advancement Salesforce System Administrator & Data Analyst","IDEA Public Schools","Austin, TX",3.3,"$32K-$84K (Glassdoor Est.)","5d",0,32,84,58,"TX",120,"analyst","na"
"Model-based Systems Engineering Scientist","Applied Research Laboratories","Austin, TX",4.1,"$82K-$130K (Employer Est.)","17d",0,82,130,106,"TX",408,"na","na"
"Associate Manager, Clinical Data Sciences","Premier Research Group Limited","Austin, TX",3.1,"$26K-$48K (Glassdoor Est.)","17d",0,26,48,37,"TX",408,"manager","na"
"Senior Application Scientist - Austin, Texas","Perkinelmer","Austin, TX",3.3,"$80K-$122K (Glassdoor Est.)","20d",0,80,122,101,"TX",480,"na","senior"
"Biological Scientist","A-TEK Inc,","Austin, TX",3.5,"$37K-$68K (Glassdoor Est.)","11d",0,37,68,52.5,"TX",264,"na","na"
"Senior Data Engineer","Favor","Austin, TX",3.3,"$67K-$124K (Glassdoor Est.)","11d",0,67,124,95.5,"TX",264,"data engineer","senior"
"UX Quantitative Research Manager","Indeed","Austin, TX",4.1,"$71K-$148K (Glassdoor Est.)","21d",0,71,148,109.5,"TX",504,"manager","na"
"Scientist III- Clinical IVD","Thermo Fisher Scientific","Austin, TX",3.6,"$38K-$85K (Glassdoor Est.)","20d",0,38,85,61.5,"TX",480,"na","na"
"Senior Product Manager - Data Science","The Zebra","Austin, TX",4,"$58K-$111K (Glassdoor Est.)","6d",0,58,111,84.5,"TX",144,"manager","senior"
"Senior Data Engineer","Healthgrades","Austin, TX",2.9,"$75K-$143K (Glassdoor Est.)","12d",0,75,143,109,"TX",288,"data engineer","senior"
"Director of Data Engineering & Analytics","5 Star Nutrition, LLC","Austin, TX",4,"$147K-$249K (Glassdoor Est.)","4d",0,147,249,198,"TX",96,"data engineer","na"
"Senior Data Engineer","Vectra","Austin, TX",2.8,"$100K-$185K (Glassdoor Est.)","11d",0,100,185,142.5,"TX",264,"data engineer","senior"
"Staff Scientist, Molecular Biology","Thermo Fisher Scientific","Austin, TX",3.6,"$45K-$84K (Glassdoor Est.)","11d",0,45,84,64.5,"TX",264,"na","na"
"Medical Lab Scientist (MLS) Microbiology AM/PM Rotating","Allegan General Hospital","Austin, TX",3.7,"$ 19-$ 26 Per Hour(Glassdoor Est.)","20d",1,38,52,22.5,"TX",480,"na","na"
"Medical Lab Scientist (MLS) Microbiology AM/PM Rotating","Ascension Seton, TX","Austin, TX",3.4,"$ 21-$ 29 Per Hour(Glassdoor Est.)","20d",1,42,58,25,"TX",480,"na","na"
"Medical Lab Scientist (MLS) Full Time AM/PM","Allegan General Hospital","Austin, TX",3.7,"$ 19-$ 26 Per Hour(Glassdoor Est.)","24h",1,38,52,22.5,"TX",24,"na","na"
"Senior Research Scientist - Machine Learning and Image Analysis","HeartFlow","Austin, TX",2.5,"$102K-$200K (Glassdoor Est.)","5d",0,102,200,151,"TX",120,"mle","senior"
"Senior Application Scientist","Perkinelmer","Austin, TX",3.3,"$80K-$122K (Glassdoor Est.)","17d",0,80,122,101,"TX",408,"na","senior"
"Medical Lab Scientist (MLS) Full Time AM/PM","Ascension Seton, TX","Austin, TX",3.4,"$ 21-$ 29 Per Hour(Glassdoor Est.)","24h",1,42,58,25,"TX",24,"na","na"
"Sr Scientist, Clinical Research","Abbott","Austin, TX",3.7,"$ 30-$ 53 Per Hour(Glassdoor Est.)","8d",1,60,106,41.5,"TX",192,"na","senior"
"Product Manager-IT (Data Science)","Dell Technologies","Round Rock, TX",4.1,"$58K-$108K (Glassdoor Est.)","6d",0,58,108,83,"TX",144,"manager","na"
"Application Scientist Food Safety","Perkinelmer","Austin, TX",3.3,"$45K-$81K (Glassdoor Est.)","26d",0,45,81,63,"TX",624,"na","na"
"Sr. Scientist I, Bioinformatics","Asuragen Inc","Austin, TX",2.9,"$66K-$149K (Glassdoor Est.)","27d",0,66,149,107.5,"TX",648,"na","senior"
"Medical Laboratory Scientist","Natera","Austin, TX",4,"$ 18-$ 25 Per Hour(Glassdoor Est.)","4d",1,36,50,21.5,"TX",96,"na","na"
"Medical Lab Scientist (MLS) Nights","Ascension Seton, TX","Kyle, TX",3.4,"$ 21-$ 29 Per Hour(Glassdoor Est.)","12d",1,42,58,25,"TX",288,"na","na"
"Medical Lab Scientist (MLS) Nights","Allegan General Hospital","Kyle, TX",3.7,"$ 19-$ 26 Per Hour(Glassdoor Est.)","17d",1,38,52,22.5,"TX",408,"na","na"
"Clinical Data Reporter","Natera","Austin, TX",4,"$ 21-$ 38 Per Hour(Glassdoor Est.)","25d",1,42,76,29.5,"TX",600,"na","na"
"Medical Lab Scientist (MLS) Generalist 11pm-7:30am","Ascension Seton, TX","Round Rock, TX",3.4,"$ 21-$ 29 Per Hour(Glassdoor Est.)","11d",1,42,58,25,"TX",264,"na","na"
"Medical Lab Scientist (MLS) Generalist 11pm-7:30am","Allegan General Hospital","Round Rock, TX",3.7,"$ 19-$ 26 Per Hour(Glassdoor Est.)","13d",1,38,52,22.5,"TX",312,"na","na"
"Clinical Laboratory Scientist","Dept of State Health Services","Austin, TX",3.4,"$ 20-$ 34 Per Hour(Glassdoor Est.)","11d",1,40,68,27,"TX",264,"na","na"
"Clinical Laboratory Scientist","Texas Health and Human Services Commission","Austin, TX",2.9,"$ 19-$ 32 Per Hour(Glassdoor Est.)","14d",1,38,64,25.5,"TX",336,"na","na"
"Poultry Disease Diagnostician (Senior Scientist), College of Agriculture and Natural Resources","University of Delaware","Georgetown, TX",4.4,"$66K-$141K (Glassdoor Est.)","7d",0,66,141,103.5,"TX",168,"na","senior"
"Research Data Scientist","Facebook","Boston, MA",4.6,"$89K-$145K (Glassdoor Est.)","24h",0,89,145,117,"MA",24,"data scientist","na"
"Integrative Data Scientist - Bioinformatics","Takeda Pharmaceutical","Boston, MA",3.7,"$93K-$153K (Glassdoor Est.)","4d",0,93,153,123,"MA",96,"data scientist","na"
"Data Scientist - DAB","Takeda Pharmaceutical","Cambridge, MA",3.7,"$83K-$144K (Glassdoor Est.)","10d",0,83,144,113.5,"MA",240,"data scientist","na"
"Data Engineer","Liberty Mutual Insurance","Boston, MA",3.5,"$58K-$107K (Glassdoor Est.)","5d",0,58,107,82.5,"MA",120,"data engineer","na"
"Data Scientist","Berg Health","Framingham, MA",4.1,"$88K-$148K (Glassdoor Est.)","21d",0,88,148,118,"MA",504,"data scientist","na"
"Data Scientist/Business Intelligence Engineer","Homesite Group","Boston, MA",3.1,"$76K-$130K (Glassdoor Est.)","19d",0,76,130,103,"MA",456,"data scientist","na"
"Sr. Data Scientist","ABIOMED","Danvers, MA",3.7,"$99K-$159K (Glassdoor Est.)","24d",0,99,159,129,"MA",576,"data scientist","senior"
"Director of Data Science","Analysis Group","Boston, MA",3.8,"$113K-$186K (Glassdoor Est.)","27d",0,113,186,149.5,"MA",648,"director","na"
"Data Scientist/Machine Learning Expert","Novartis","Cambridge, MA",4,"$86K-$143K (Glassdoor Est.)","19d",0,86,143,114.5,"MA",456,"data scientist","na"
"Translational Data Scientist/Data Engineering","Novartis","Cambridge, MA",4,"$86K-$143K (Glassdoor Est.)","5d",0,86,143,114.5,"MA",120,"data scientist","na"
"Senior Data Scientist","Klaviyo","Boston, MA",4.8,"$101K-$163K (Glassdoor Est.)","6d",0,101,163,132,"MA",144,"data scientist","senior"
"SENIOR CONSULTANT– DATA ANALYTICS GROUP","Opinion Dynamics","Waltham, MA",4.2,"$65K-$124K (Glassdoor Est.)","27d",0,65,124,94.5,"MA",648,"na","senior"
"Data Scientist Lead Virtual Hiring Event","Booz Allen Hamilton","Boston, MA",3.9,"$99K-$165K (Glassdoor Est.)","5d",0,99,165,132,"MA",120,"data scientist","senior"
"Data Analyst, Governance and Quality","Boston Private Bank & Trust Company","Boston, MA",3.6,"$43K-$77K (Glassdoor Est.)","17d",0,43,77,60,"MA",408,"analyst","na"
"Data Scientist","TraceLink, Inc.","North Reading, MA",3.9,"$93K-$149K (Glassdoor Est.)","18d",0,93,149,121,"MA",432,"data scientist","na"
"Translational Data Scientist, Oncology Data Science","Novartis","Cambridge, MA",4,"$86K-$143K (Glassdoor Est.)","24d",0,86,143,114.5,"MA",576,"data scientist","na"
"Computational Scientist, Machine Learning","Pfizer","Cambridge, MA",4.1,"$86K-$154K (Glassdoor Est.)","3d",0,86,154,120,"MA",72,"mle","na"
"Sr Principal Data Scientist","Takeda Pharmaceutical","Boston, MA",3.7,"$150K-$239K (Glassdoor Est.)","25d",0,150,239,194.5,"MA",600,"data scientist","senior"
"Cell Therapy Machine Learning and Manufacturing Data Automation, Scientist / Senior Scientist","Takeda Pharmaceutical","Boston, MA",3.7,"$114K-$199K (Glassdoor Est.)","4d",0,114,199,156.5,"MA",96,"mle","senior"
"Data Scientist Lead- DAB","Takeda Pharmaceutical","Cambridge, MA",3.7,"$94K-$153K (Glassdoor Est.)","10d",0,94,153,123.5,"MA",240,"data scientist","senior"
"Lead Global Data Science Oncology & External Supply (Onc ES)","Takeda Pharmaceutical","Boston, MA",3.7,"$94K-$153K (Glassdoor Est.)","4d",0,94,153,123.5,"MA",96,"na","senior"
"Senior Marketing Data Analyst","Plymouth Rock Assurance","Boston, MA",3.6,"$55K-$98K (Glassdoor Est.)","18d",0,55,98,76.5,"MA",432,"analyst","senior"
"in vitro/in vivo Research Scientist, Musculoskeletal Diseases","Novartis","Cambridge, MA",4,"$67K-$128K (Glassdoor Est.)","10d",0,67,128,97.5,"MA",240,"na","na"
"Data Scientist – Immunoassays and Biomarkers","Quanterix","Billerica, MA",3.2,"$82K-$139K (Glassdoor Est.)","17d",0,82,139,110.5,"MA",408,"data scientist","na"
"in vitro Research Scientist, Respiratory Diseases","Novartis","Cambridge, MA",4,"$60K-$114K (Glassdoor Est.)","14d",0,60,114,87,"MA",336,"na","na"
"Data Scientist","MITRE","Bedford, MA",3.3,"$84K-$136K (Glassdoor Est.)","3d",0,84,136,110,"MA",72,"data scientist","na"
"Quantitative Data Analyst","Cogo Labs","Cambridge, MA",3.6,"$60K-$63K (Glassdoor Est.)","3d",0,60,63,61.5,"MA",72,"analyst","na"
"Automation Development Scientist","Takeda Pharmaceutical","Lexington, MA",3.7,"$18K-$117K (Glassdoor Est.)","25d",0,18,117,67.5,"MA",600,"na","na"
"Scientific Manager, Clinical Biomarker Scientist","Takeda Pharmaceutical","Boston, MA",3.7,"$150K-$223K (Glassdoor Est.)","10d",0,150,223,186.5,"MA",240,"manager","na"
"Product Sciences, Product Scientist (Lead)","Takeda Pharmaceutical","Boston, MA",3.7,"$58K-$93K (Glassdoor Est.)","10d",0,58,93,75.5,"MA",240,"na","senior"
"Research Principal Scientist Biologics Expression","Takeda Pharmaceutical","Boston, MA",3.7,"$21K-$143K (Glassdoor Est.)","4d",0,21,143,82,"MA",96,"na","senior"
"ML Platform and Data Engineering Lead - DAB","Takeda Pharmaceutical","Cambridge, MA",3.7,"$104K-$184K (Glassdoor Est.)","4d",0,104,184,144,"MA",96,"data engineer","senior"
"Scientist II, Medicinal Chemistry","Takeda Pharmaceutical","Boston, MA",3.7,"$114K-$202K (Glassdoor Est.)","25d",0,114,202,158,"MA",600,"na","na"
"Lead Data Engineer","Zipcar","Boston, MA",3.2,"$83K-$147K (Glassdoor Est.)","4d",0,83,147,115,"MA",96,"data engineer","senior"
"Data Platform Architect (EDB) - DAB","Takeda Pharmaceutical","Boston, MA",3.7,"$128K-$206K (Glassdoor Est.)","4d",0,128,206,167,"MA",96,"na","na"
"Computational Scientist I","Takeda Pharmaceutical","Cambridge, MA",3.7,"$90K-$152K (Glassdoor Est.)","4d",0,90,152,121,"MA",96,"na","na"
"Patient Insights & Healthcare Data Science Lead, US Oncology BU","Takeda Pharmaceutical","Cambridge, MA",3.7,"$94K-$155K (Glassdoor Est.)","4d",0,94,155,124.5,"MA",96,"na","senior"
"NLP Data Engineer","Workhuman","Framingham, MA",4.1,"$75K-$143K (Glassdoor Est.)","14d",0,75,143,109,"MA",336,"data engineer","na"
"Investment Operations Data Analyst - Shift 11:00 - 7:00","Putnam Investments","Boston, MA",3.5,"$39K-$71K (Glassdoor Est.)","25d",0,39,71,55,"MA",600,"analyst","na"
"Product Data Analyst, International","CarGurus","Cambridge, MA",3.9,"$48K-$90K (Glassdoor Est.)","4d",0,48,90,69,"MA",96,"analyst","na"
"ENVIRONMENTAL ENGINEER/SCIENTIST","Mcphail Associates","Cambridge, MA",3.3,"$ 25-$ 28 Per Hour(Employer Est.)","18d",1,50,56,26.5,"MA",432,"na","na"
"Director, Data Services Analytics","Takeda Pharmaceutical","Boston, MA",3.7,"$97K-$189K (Glassdoor Est.)","4d",0,97,189,143,"MA",96,"director","na"
"Data Analyst - Case Specialist","Financial Recovery Technologies","Medford, MA",4.4,"$45K-$84K (Glassdoor Est.)","27d",0,45,84,64.5,"MA",648,"analyst","na"
"Data Scientist Lead- DAB","Takeda Pharmaceutical","Cambridge, MA",3.7,"$94K-$153K (Glassdoor Est.)","10d",0,94,153,123.5,"MA",240,"data scientist","senior"
"MANAGING CONSULTANT– DATA ANALYTICS TEAM","Opinion Dynamics","Waltham, MA",4.2,"$50K-$96K (Glassdoor Est.)","4d",0,50,96,73,"MA",96,"na","na"
"CMC Scientist / Staff Engineer - Biologics","Takeda Pharmaceutical","Boston, MA",3.7,"$71K-$153K (Glassdoor Est.)","10d",0,71,153,112,"MA",240,"na","na"
"Associate Data Scientist – Network Analysis and Control","MITRE","Bedford, MA",3.3,"$73K-$120K (Glassdoor Est.)","17d",0,73,120,96.5,"MA",408,"data scientist","na"
"Director, Data Scientist – Visualization, Novartis AI Innovation Lab","Novartis","Cambridge, MA",4,"$128K-$208K (Glassdoor Est.)","4d",0,128,208,168,"MA",96,"data scientist","na"
"Associate Scientific Director, Gene Therapy Biomarker Scientist","Takeda Pharmaceutical","Boston, MA",3.7,"$163K-$242K (Glassdoor Est.)","4d",0,163,242,202.5,"MA",96,"director","na"
"Computational Biologist / Data Scientist, Oncology","Novartis","Cambridge, MA",4,"$98K-$155K (Glassdoor Est.)","27d",0,98,155,126.5,"MA",648,"data scientist","na"
"Scientist, Process & Analytical Development - Cell Therapy","Takeda Pharmaceutical","Boston, MA",3.7,"$84K-$157K (Glassdoor Est.)","10d",0,84,157,120.5,"MA",240,"na","na"
"Scientist I, Medicinal Chemistry","Takeda Pharmaceutical","Boston, MA",3.7,"$45K-$75K (Glassdoor Est.)","25d",0,45,75,60,"MA",600,"na","na"
"Quantitative Research Associate","Harbourvest","Boston, MA",3.9,"$83K-$99K (Glassdoor Est.)","14d",0,83,99,91,"MA",336,"na","na"
"Senior Research Associate/Associate Scientist, Immuno-Oncology","Agios Pharmaceuticals","Cambridge, MA",4.2,"$38K-$71K (Glassdoor Est.)","7d",0,38,71,54.5,"MA",168,"na","senior"
"In Vivo Scientist - Cell Therapies","Takeda Pharmaceutical","Boston, MA",3.7,"$100K-$180K (Glassdoor Est.)","4d",0,100,180,140,"MA",96,"na","na"
"Scientist, Automation and Engineering – Cell Therapies","Takeda Pharmaceutical","Boston, MA",3.7,"$92K-$166K (Glassdoor Est.)","4d",0,92,166,129,"MA",96,"na","na"
"Associate Scientist II","bluebird bio","Cambridge, MA",3.3,"$43K-$92K (Glassdoor Est.)","6d",0,43,92,67.5,"MA",144,"na","na"
"Analytical Scientist, mRNA Formulation Development Team","Greenlight Biosciences","Medford, MA",4,"$43K-$77K (Glassdoor Est.)","6d",0,43,77,60,"MA",144,"na","na"
"Senior Clinical Research Scientist","Karyopharm Therapeutics Inc.","Newton, MA",3.9,"$70K-$122K (Glassdoor Est.)","3d",0,70,122,96,"MA",72,"na","senior"
"Fire Safety Specialist / Staff Scientist I - Healthcare","Environmental Health","Boston, MA",3.7,"$71K-$85K (Employer Est.)","6d",0,71,85,78,"MA",144,"na","na"
"Data Service Engagement Lead - DAB","Takeda Pharmaceutical","Cambridge, MA",3.7,"$49K-$95K (Glassdoor Est.)","4d",0,49,95,72,"MA",96,"na","senior"
"Scientist, Biochemistry/Enzymology","Agios Pharmaceuticals","Cambridge, MA",4.2,"$76K-$133K (Glassdoor Est.)","6d",0,76,133,104.5,"MA",144,"na","na"
"Scientist/Senior Scientist, Clinical Biomarkers","Agios Pharmaceuticals","Cambridge, MA",4.2,"$113K-$207K (Glassdoor Est.)","6d",0,113,207,160,"MA",144,"na","senior"
"Health Data Analyst II","BMC HealthNet Plan","Boston, MA",2.8,"$51K-$89K (Glassdoor Est.)","25d",0,51,89,70,"MA",600,"analyst","na"
"Senior Principal PV Scientist - Neuroscience","Takeda Pharmaceutical","Boston, MA",3.7,"$99K-$259K (Glassdoor Est.)","25d",0,99,259,179,"MA",600,"na","senior"
"Associate Director/ Principal Scientist, Group Leader, Biologics, Protein Analytics","Takeda Pharmaceutical","Boston, MA",3.7,"$137K-$236K (Glassdoor Est.)","4d",0,137,236,186.5,"MA",96,"director","senior"
"in vitro Chronic Lung Disease Scientist, Respiratory Discovery","Novartis","Cambridge, MA",4,"$60K-$114K (Glassdoor Est.)","20d",0,60,114,87,"MA",480,"na","na"
"Senior Scientist, Drug Product Development","Takeda Pharmaceutical","Boston, MA",3.7,"$89K-$159K (Glassdoor Est.)","4d",0,89,159,124,"MA",96,"na","senior"
"Data Scientist","Systems & Technology Research","Woburn, MA",4.2,"$77K-$128K (Glassdoor Est.)","19d",0,77,128,102.5,"MA",456,"data scientist","na"
"Scientific Data Steward, Oncology","Novartis","Cambridge, MA",4,"$53K-$110K (Glassdoor Est.)","20d",0,53,110,81.5,"MA",480,"na","na"
"Scientist I/II - Neurology - Biosystems","Berg Health","Framingham, MA",4.1,"$145K-$268K (Glassdoor Est.)","14d",0,145,268,206.5,"MA",336,"na","na"
"Principal/ Senior Scientist, Biologics, Binding Kinetics and Analytical Characterization","Takeda Pharmaceutical","Boston, MA",3.7,"$164K-$282K (Glassdoor Est.)","10d",0,164,282,223,"MA",240,"na","senior"
"Scientist/Research Investigator, Flow Cytometry Management, Cell Therapies","Takeda Pharmaceutical","Boston, MA",3.7,"$73K-$107K (Glassdoor Est.)","25d",0,73,107,90,"MA",600,"na","na"
"Senior Data Engineer","Takeda Pharmaceutical","Cambridge, MA",3.7,"$93K-$166K (Glassdoor Est.)","4d",0,93,166,129.5,"MA",96,"data engineer","senior"
"Pharmacovigilance Scientist (Associate Director)","Takeda Pharmaceutical","Cambridge, MA",3.7,"$ 41-$ 72 Per Hour(Glassdoor Est.)","4d",1,82,144,56.5,"MA",96,"director","na"
"Lead Pharmacovigilance Scientist","Takeda Pharmaceutical","Boston, MA",3.7,"$ 31-$ 55 Per Hour(Glassdoor Est.)","4d",1,62,110,43,"MA",96,"na","senior"
"Scientist/Sr-Scientist, Cell Therapy Process Analytical Technology (PAT) Automation and Digital CMC","Takeda Pharmaceutical","Boston, MA",3.7,"$114K-$199K (Glassdoor Est.)","10d",0,114,199,156.5,"MA",240,"na","senior"
"Development Scientist I/II, DNA Amplification","New England Biolabs","Ipswich, MA",4.9,"$43K-$90K (Glassdoor Est.)","18d",0,43,90,66.5,"MA",432,"na","na"
"Principal Scientist, Predictive Toxicology and Computational Biology","Takeda Pharmaceutical","Cambridge, MA",3.7,"$122K-$201K (Glassdoor Est.)","4d",0,122,201,161.5,"MA",96,"na","senior"
"Research Scientist I, Computational Biology","Takeda Pharmaceutical","Boston, MA",3.7,"$98K-$171K (Glassdoor Est.)","25d",0,98,171,134.5,"MA",600,"na","na"
"Lead, Primary Packaging and Combination Product Integration Scientist","Takeda Pharmaceutical","Lexington, MA",3.7,"$112K-$193K (Glassdoor Est.)","4d",0,112,193,152.5,"MA",96,"na","senior"
"Senior Digital and Data Science Manager","Takeda Pharmaceutical","Lexington, MA",3.7,"$161K-$257K (Glassdoor Est.)","4d",0,161,257,209,"MA",96,"manager","senior"
"Senior Manufacturing Scientist Manager, Cell Therapy","Takeda Pharmaceutical","Lexington, MA",3.7,"$26K-$181K (Glassdoor Est.)","4d",0,26,181,103.5,"MA",96,"manager","senior"
"ADME Scientist/ Sr. Scientist, DMPK","Takeda Pharmaceutical","Boston, MA",3.7,"$112K-$196K (Glassdoor Est.)","4d",0,112,196,154,"MA",96,"na","senior"
